time,value
2020-11-01 00:57:20,255.0
2020-11-01 01:01:03,255.0
2020-11-01 01:03:29,255.0
2020-11-01 01:07:17,255.0
2020-11-01 10:28:36,255.0
2020-11-01 10:29:48,255.0
2020-11-01 10:39:51,255.0
2020-11-01 10:45:21,255.0
2020-11-01 18:23:15,255.0
2020-11-01 18:58:14,255.0
