time,value
2020-11-01 00:55:31,125.5
2020-11-01 00:56:54,125.5
2020-11-01 00:57:17,125.5
2020-11-01 00:59:17,125.5
2020-11-01 01:01:00,125.5
2020-11-01 01:03:26,125.5
2020-11-01 01:06:39,125.5
2020-11-01 01:07:14,125.5
2020-11-01 10:26:01,125.5
2020-11-01 10:28:34,125.5
2020-11-01 10:29:44,125.5
2020-11-01 10:39:48,125.5
2020-11-01 10:45:17,125.5
2020-11-01 18:23:11,125.5
2020-11-01 18:58:10,125.5
